Gene,immature,A,B
RP11-15D14.1,0,0,0
RP1-17K7.2,0,0,0
MAGEL2,0,0,0
RP11-358H18.3,0,0,0
RP11-360K13.1,0,0,0
RP11-1007G5.2,0,0,0
EIF4A2P3,0.426671,0.127633,0.124465
RP11-334E6.2,0,0,0
RP11-822P1.1,0,0,0
RP5-1173A5.1,0,0,0
OR7E126P,0.230879,0.182084,0.142119
RP11-2F20.1,0,0,0
CTD-2010I16.1,0.161167,0.632623,0.347995
CTD-3074O7.7,0,0,0
FAM90A10P,0,0,0
CSNK2A3,6.40799,7.621916,7.838622
RP11-115E19.1,0,0,0
CYCSP26,0,0,0
AP000662.4,0.461661,0.221007,0.33999
OR5M6P,0,0,0
AP000487.6,0.266207,0,0
RP11-626H12.2,0,0,0
RP11-22P4.2,0,0,0
RP11-115C10.1,0,0,0
RP11-56A10.1,0,0,0
RP11-719K4.3,0,0,0
RP5-903G2.2,0,0,0
RP11-676M6.1,15.122831,35.188866,17.124689
OR6M2P,0,0,0
AP003068.23,0.919685,1.810269,0.585787
RP11-395G23.3,0.700583,0.20848,0
RP11-700F16.2,0,0,0
AP000648.3,0,0,0
TMED10P1,0,0,0
RP11-646J21.4,0,0,0
RP5-907D15.3,0,0,0
SETP16,0,0,0
NAV2-AS4,0,0,0
DEFB108P4,0,0,0
OR4R3P,0,0,0
GS1-24F4.3,0,0,0
RP11-27G22.1,0,0,0
RP1-17K7.1,0,0,0
RP11-160H12.3,0.049071,2.13E-02,5.12E-02
CTD-2530H12.7,0,0,0
RP11-702H23.4,0,8.53E-02,0
RP11-21L23.4,0.253492,0.14608,0
RP11-23J9.7,0,0,0
RP11-231C14.3,1.509342,2.009636,1.716831
WAC-AS1,10.691398,7.598636,9.865688
ARMS2,0,0,0
OR4A18P,0,0,0
RP11-356J5.4,0,5.29E-02,0
CTD-2589M5.5,0.249569,0,0.267513
RP11-384C21.9,0,0,0
RP11-732A19.2,0,0,0
COX6CP5,0,0,0
RP11-5A11.2,0,0,0
RP11-396O20.2,0,0,0
OR8B10P,0.041596,0,9.31E-02
INS,0,0,0
RP11-713P17.4,0,0,0
RP11-452H21.2,0,0,0
RP11-665E10.5,0,0,7.94E-02
RP11-430H10.3,0,0,0
RP11-702F3.1,0,0,0
AC068858.1,0,0,0.207533
RP11-529A4.5,0,0,0
RTL1,0,0,0
OR8J2,0,0,0
RP11-262A12.1,0,0,0
CTD-3051L14.14,0,0,0
RP11-222N13.1,0,0,0
RP11-872D17.4,0,0,0
OR4A11P,0,0,0
CTD-2560E9.3,0,0,0
RP11-152H18.3,0,0,0
AP000783.1,1.159634,1.807685,1.27383
RP11-375D13.1,0,0,0
RP5-945I17.2,0,0,0
CTC-497E21.3,0,0,0
STT3A-AS1,0,0,0
RP5-916O11.3,0,0,0
RP11-598P20.5,0,0,0
OR4A42P,0,0,0
RP11-7I15.4,0,0,0
RP11-727A23.4,0.227673,0.448952,0.389986
OSBPL9P2,0,0.24725,0.138382
RP11-109L13.5,0,0,0
RP11-265D17.2,0,0,0
PKD1P5,5.959773,4.866958,4.910561
RP11-660L16.2,1.223637,1.440063,0.520772
AF228730.12,0.058972,0.143667,0
RP11-882I15.1,0,0,0
FPGT,3.465945,2.762066,3.726827
RP1-276E15.1,0,0,0
RP11-162D9.3,0,0,0
RP11-47J17.3,0,0,0
RP11-354A14.1,0,0,0
GS1-393G12.12,0.57121,0.735609,0
RP11-91P24.5,0.198048,0,0
TM9SF1,0,0,0
RP11-58K22.5,0,0,0
RP11-50B3.4,0.297482,0.581739,1.214601
RP11-396O20.1,0,0,0
RP11-72M10.7,0,0,0
COPS8P3,0,0,0
RP11-659G9.3,0,0,0
RP11-12D16.2,0,0,0
RP11-1236K1.11,0,0,0
RP11-1415C14.4,1.127922,1.249492,0.961888
CTD-2651C21.3,0,0,0
SENCR,1.772684,0.301528,1.359541
RP11-1036E20.7,1.721613,1.062514,0.68075
RP11-675M1.2,0,0,0
RP11-565P22.6,0,1.03229,0
RP11-35J10.4,0,0,0
RP1-145M24.1,0.111416,0.142221,4.16E-02
IGLL5,0.623463,0.109498,0.537361
CTD-2216M2.1,0,0,0
RP11-560B16.5,0.080167,1.93E-02,4.32E-02
HNRNPA1P72,0.049,0,0
RP11-163O19.1,0,0,0
OR7E154P,0.057388,0,0
GLYATL1P2,0,0,0
CTD-2184C24.2,0,0,0
RP11-351I24.3,32.850166,34.321823,44.42181
RP11-583F24.3,0,0,0
RP11-805J14.5,0,0,0
FAM8A2P,0,1.63E-02,0
OR4A12P,0,0,0
OR7E10P,0,0,0
RP11-111A24.1,0,0,0
MEX3A,0,0,4.29E-02
PTP4A1P6,0,0,0
RP11-56P9.10,0,0,0
RP11-801G16.2,0,0,0
CTD-2005H7.1,0,0,0
RP11-691N7.6,1.323148,0,0.218326
RP11-317J19.1,0,0,0
CTD-3138F19.1,0,0,0
HMGB1P42,0,0,0
RP11-867G23.9,0,0,0
OR10G4,0,0,0
RP11-583F24.4,0,0,0
RP13-46H24.1,0,0,0
RP11-334E6.3,0,0,0
RP11-661A12.7,0,0,0
OR10V3P,0,5.06E-02,0
CTD-3076O17.1,0,0,0
RP11-958J22.1,0,0,0
RP11-664H7.1,0,0,0
HNRNPCP8,0,0,0
OR5BD1P,0,0,0
CASP1P2,0,0.113284,7.08E-02
TRIM64DP,0,0,0
OR5M2P,0,0,0
RP11-480O10.1,0,0,0
RP11-20J1.1,0,0,0
RP11-672A2.7,0,0,0
RP11-867G23.12,0,0.221832,0
RP13-726E6.1,0,0,0
AP000889.1,0,5.80E-02,0
NAP1L1P1,1.85683,0.98175,1.050837
CTD-2616J11.3,0,1.915698,1.290921
RP11-672A2.1,0,0,0
RP11-867G23.2,0,0,0
TRIM53CP,0,0,0
RP11-1H15.1,0.05417,5.68E-02,0.522476
OR2AL1P,0,0,0
CTD-2140G10.2,0,0,0
OR4A4P,0,0,0
OR4D7P,0,0,0
RP11-50B3.1,0,0,0
EEF1G,247.607025,155.733521,265.581451
RP11-148O21.3,0,0,0
RP11-27P7.1,0,0,0
AC084121.17,0,0,0
AC022182.1,0,0,0
XXbac-BCX105D18.9,0,0,0
EGLN1P1,0.658786,0.544413,0.501535
RP11-793I11.1,0.302284,0.335505,0.435725
GVINP2,0.002945,0,0
RP11-155D18.12,0,0,0
RP11-320L11.2,0.988918,1.650103,1.330876
RP11-436H16.1,0,0,0
RP11-81M19.1,0,0,0
RP11-142C4.5,0,0,0
CTD-2537O9.1,0,0,0
CKLF-CMTM1,0.480645,5.144537,0.141566
RP11-531H8.2,0,0,0
RP11-680F20.4,0,0,0
FAR1-IT1,0.06633,0,0
RP11-119D9.4,0,0,0
FDPSP4,0.052014,1.77E-02,8.50E-02
RP11-665E10.3,0,0,0
OR5AP1P,0,0,0
RP11-1118M6.2,0,0,0
TFAMP2,0,0,0
SLC25A47P1,0,0,0
RP11-163O19.3,0,0,0
CTD-2132H18.3,0,0,0
AC022182.3,0.685328,4.51E-02,0.62253
RP11-529A4.9,0,0,0
RP11-674C21.9,0,0,0
RP11-167J8.4,0.395734,0.20915,0.141055
SYS1-DBNDD2,0,0,1.387833
OR10AK1P,0,0,0
RP11-672A2.4,0,0,0
RP11-680E19.1,0,0,0
RP11-661A12.12,0,5.61E-02,0
RP11-252C15.1,0,0,0
RP11-535A19.1,0,0,0
RP11-496I9.1,0.313483,0.527079,0.438446
RP11-670N15.2,0,0,0
OR7E160P,0,1.35E-02,0
RP11-529A4.4,0,0,0
RP11-430L3.1,0,0,0
CTD-2019O4.1,0,0,0
RP3-400B16.4,0,0,0
RP11-375D13.3,0,0,0
RP11-109E10.1,0,0,0
RP11-37O16.8,0,0,0
OR9G2P,0,0,0
CTD-2530H12.2,0,0,0
SLC22A18AS,1.732709,2.766638,1.542191
RP11-72M10.5,0,0,0
RP11-7I15.3,0,0,0
RP11-99C10.1,0,0,0
KRT18P58,0,0,0
OR4A40P,0,0,0
RP11-50B3.2,0,0,0
OR5M10,0,0,0
RNF185-AS1,0,0,0
RP1-17K7.3,0,0,0
AP001372.2,0.667527,0.833091,0.621119
GVINP1,0.887062,4.267014,0.956358
AF131215.6,0,0,0
RP11-574M7.1,0,0,0
OR4V1P,0,0,0
RP11-890B15.2,0,0,0
RP11-648O15.1,0,2.12E-02,0
RP11-728F11.3,0.172502,0.233173,0
OR8G7P,0,0,0
RP11-203M5.2,0,0,0
RP11-51B23.3,0,0,0
OR5BN1P,0,0,0
hsa-mir-939,0,0,0
RP5-901A4.4,0,0,0
RP11-109L13.1,4.153593,3.771473,4.919438
NPIPA2,3.16764,2.191867,2.870597
RP11-659P15.2,0,0,0
CTD-2523D13.2,0,0,0
RP11-867G23.1,0,0,0
NDUFA3P2,0,0,0
RP11-113D6.3,0,0,0
MPV17L2,6.57385,7.90432,6.704054
RP11-661A12.5,0.125872,7.7176,1.13018
TMEM9B-AS1,1.63561,3.088994,3.430132
RP11-945A11.2,0,0,0
RP11-159H22.2,0,0,0
RP11-831A10.2,0,0,0
CTD-2516F10.4,0,0,0
RP11-748C4.1,0,0,0
DEFB109P3,0,0.165914,0
RP11-1167A19.6,0,5.94E-02,0
RP11-91I20.2,0,0,0
ATP6V1G2-DDX39B,0,0,0
RP11-702F3.2,0,0,0
RP13-870H17.3,0,0,0.468047
RP11-770J1.5,0.201481,3.088271,0
RP11-676F20.1,0,0,0
EGFL8,0,0,0
RP11-23J9.5,0,0.142442,0.107547
RP11-142C4.4,0,0,0
CTD-3096P4.1,0,0,0
AC103828.1,0,0,0
RP11-687M24.5,0,0,0
RP11-655M14.14,0,0,0
RP11-682B13.2,0.018567,0,0
RP11-802F5.1,0,0,0
OR4A10P,0,0,0
CTC-378H22.1,0.909937,0.862656,0.690459
RP11-716D19.1,0,0,0
AC084121.14,0,0,0
RP11-10A7.1,0,0,0
OR4A9P,0,0,0
RP11-334E6.4,0,0,0
RP11-466P24.2,72.068092,121.278465,50.319553
NAV2-AS1,0,0,0
RP11-37O16.7,0,0,0
OPCML-IT1,0,0,0
RP11-482L11.1,0,0,0
RP11-513D5.2,0,0,0
DASS-161H22.6,0,0,0
RP11-152H18.4,0,0,0
MEF2BNB,4.882531,10.791509,12.013691
ANO1-AS1,0,0,0
OR8L1P,0,0,0
RP11-712L6.7,0,0,0
RP11-701I24.3,0,0,0
RP11-484D2.2,0.070069,0.175289,0
RP11-110I1.5,1.076885,2.292236,1.925338
RP11-326C3.7,0.608037,0.522576,0
SCARNA9,1.302518,0.340561,0
RP11-632K20.2,0,0,0
RP4-791M13.5,0,1.55E-02,0
CTD-2537L20.1,0,0,0
RP11-263C24.3,0,0,0
RP11-529A4.12,0,0,0
OR7E15P,0,0,0
RP11-698N11.2,0,0,0
RP11-56P9.6,0,0,0
RP11-236J17.6,0,0,0
RP11-1236K1.8,0,0,0
RP11-684B2.3,0,0.119524,0
OR4C9P,0,0,0
AP000445.2,0,0,0
RP11-98J9.2,0,0,0
RP11-702H23.6,0,0,0
RP11-144G6.12,0,0.217189,0.11871
RP11-98J9.3,0,0,0
RP11-37O16.6,0,0,0
RP11-687M24.8,0,0,0
RP11-619A14.2,0,0,0
LINC00678,0,0,0
RP11-266E8.2,0,0.182885,0
AF131215.3,0.031286,4.81E-03,0
RP11-728D14.6,0,0,0
RP11-688I9.4,0,0,0
CTD-2342I9.1,0.015145,2.21E-02,0
OR4A19P,0,0,0
RP11-677M14.5,0.471137,0.259631,0.135279
RP5-1160K1.8,0,0,0
RP11-664I21.6,0,0,0
ATP5F1P5,0.351405,0.117886,0.455009
RP11-531H8.1,0,0,0
OR8K4P,0,0,0
OR7E158P,0.012886,6.31E-02,2.66E-02
GNG5P3,0,0,0
RP11-494M8.4,0,0,0
AP001257.1,0,0,0
RP11-100N3.2,0,0,0
SLC2A13P1,0,0,0
RP11-179A10.2,0,0,0
INMT-FAM188B,0,0,9.13E-02
KIRREL3-AS2,0,0,0
TUBB4BP4,0,0,0
OR4A14P,0,0,0
CTD-2562J17.9,0,0,0
RP11-831H9.3,0,0,0
RP11-113K21.2,0.275548,0.742818,0
RP11-1081L13.4,0.237391,0.311861,0.251651
RP11-680F20.6,0,0,0
RP11-65M17.3,0,0,0
RP11-313I2.11,0,0,0
RP11-167J8.3,0,0,0
RP11-429J17.7,0,0,0
RP11-702H23.2,0,0,0
RP11-672A2.3,0,0,0
OR8B7P,0,0,0
AC004878.8,0,0,0
ALG1L9P,0,2.10E-02,0
RP11-872D17.8,1.720793,1.643997,0.831626
RP11-794P6.6,0,0,0
RP11-350N15.3,0,0,0
HMGB1P24,2.918681,3.268516,3.443439
RP11-573E11.2,0,0,0
FTLP6,0,0,0
RSF1-IT2,0,0,0
DPP3,23.064838,27.709404,24.506647
RP11-563P16.1,0,0,0
CTD-2547H18.1,0,0,0
RP11-469N6.3,0,0,0
RP11-108O10.2,0,0,0
RP13-631K18.3,0,0,0
RP11-215H18.5,0,0,0
RP11-107P7.5,0,0,0
STX16-NPEPL1,0.713652,0.190067,0.350258
ANKHD1-EIF4EBP3,1.120975,0.671662,0.413256
KRTAP5-9,0.029007,0.129662,0.149043
RP11-94P11.4,0,0,0
BRK1,132.568863,92.444565,128.560287
AC139103.1,0,0,8.77E-02
RP11-347H15.3,0,0,0
CTD-2509G16.2,0,0,0
CYCSP28,0,0,0
RP1-68D18.3,0,0,0
RP11-90K17.2,0,0,0
TCEB1P22,0.241815,5.96E-02,9.01E-02
CTD-2589M5.4,0,0,0
AP000442.4,0,0,0
UBTFL1,0,0,0
RP11-113K21.3,0,0,0
RP11-529A4.10,0,0,0
OR5M1,0,0,0
ARL6IP1P3,0.03205,3.51E-02,0.225997
RP11-716H6.1,0,0,0
RP11-481A20.8,0,0.110692,0
RP11-413N13.1,0,0,0
OR5D15P,0,0,0
AF131216.5,0,0,0
RP11-536I6.2,0,0,0
RP11-665E10.1,0,0,0
AF228730.13,0,0,0
RP11-326C3.2,0.242875,0.729893,0
RP11-680F20.9,0,0,0
RP11-708B6.2,0.067054,0,0.108031
CTD-3012A18.1,0,0,0
OR8B5P,0,0,0
RP11-802E16.3,10.222951,10.045497,7.676215
RP11-45A12.2,0,0,0
RP11-1101K5.2,0,0,0
SDHCP4,1.340827,1.005245,1.642705
RP11-23J9.4,0.034342,0,0
RP11-680G24.1,0,0,0
RP11-1167A19.2,0,0,0
RP11-882G5.1,0,0,0
RP11-677N16.1,0.113356,6.25E-02,9.13E-02
RP11-430H10.4,0,0,0
RP11-347H15.5,0,0,0
NAV2-AS5,0,0,0
RP11-677M14.2,0.354928,0,0
RP11-297N6.4,0,0.169113,0.473992
HNRNPRP2,0,0,0
OR8X1P,0,0,0
RP11-661A12.9,0,9.41E-02,0
BCAS2P1,0,0,0
FAM66D,0,8.37E-02,0
OR4A44P,0,0,0
RP1-317E23.6,0.00149,0,0
MTND1P35,0,0,0
RP11-567M21.3,0,0,0
AP003068.17,0,0,0
AP000620.1,7.253502,4.994807,6.547315
RP11-219O3.2,0,0,0
RP11-712L6.5,0.361402,0.246486,0
RP11-718B12.1,0.025669,1.90E-02,0.111022
RP11-680E19.2,0,0,0
RP11-47J17.1,0,0,0
RP11-145O15.3,0,0,0
OSBPL9P3,0,0,0
SAA2-SAA4,0,0,0
PIGY,0.675355,0.579058,1.281716
ZFP91-CNTF,0,0,0
RP11-140L24.3,0,0.115597,0
RP11-23B7.3,0,0,0
CTD-2023J5.1,0,0,0
OR4X7P,0,0,0
OR4A6P,0,0,0
RP11-45A12.1,0,0,0
RP11-1082L8.3,0,0,0
RP11-263C24.1,0,0,3.09E-02
GRM5-AS1,0,0,0
OR5AK1P,0,0,0
RP11-843A23.1,0,0,0
AF186192.5,0,0,0
RP11-336F14.1,0,0,0
RP11-168K9.2,0,0,0
RP11-23B7.4,0,0,0
RP11-326C3.10,0,0,0
RP11-820L6.1,0,0,0
RP11-495O11.1,0,0,0
RP11-58K22.4,0,0,0
RP11-794P6.2,0,0,0
RP11-406D1.2,0,0,0
OR1D4,0,0,0
OR5B10P,0,0,0
RP11-5L12.1,0,1.68E-02,0
RP11-481A20.11,0.725525,0,0
RP11-25D10.2,0,0,0
RP11-21L23.3,0,0,0.261718
RP11-412B14.1,0,0,0
RP11-164N3.2,0,0,0
KIAA0754,0.352047,7.67E-02,0.270881
ZNF286A,0,0,0
RP11-5A11.1,0,0,0
RP11-58K22.2,0,0,0
RP11-159H10.1,0.10663,0.229352,0.313603
AP006621.8,0,0.178514,0
CTD-2572N17.1,0,0,0
RP11-72M10.8,0,0,0
RP11-163O19.8,0,0,0
CHMP1B,19.623426,19.383736,19.495888
OR4A48P,0,0,0
RP11-110I1.6,0,0,0
RP11-91P24.3,0,0,0
SLC5A4P1,0,0,0
RP5-1027O15.1,0,0,0
RP11-703H8.7,0,0,0
RP11-655M14.12,0,0.137829,0
OVOL1-AS1,0,0.480455,0
RP11-110I1.12,0.514091,0.500036,0.520281
RP11-303G3.6,0,0,0
MTND5P21,0,0,0
RP11-680F20.5,0,0,0
RP11-685M7.5,0,0,0
CTD-2531D15.5,0,0,0
RP11-676F20.2,0,0,0
HSPD1P3,0.024454,2.04E-02,0
RP11-839D17.3,0.364276,0,0
RP11-396J6.1,0,0,0
OR9L1P,0,0,0
RP11-63C8.1,0,0,0
RP11-646J21.2,0,0,0
OR8K2P,0,0,0
RP11-111M22.3,1.748123,0.485162,1.84897
CTD-2562J17.4,0,0,0
GLTPP1,1.277142,0.808231,0.704025
AP000442.1,0.806432,0.937276,0.579192
OR5BN2P,0,0,0
HNRNPA1P76,0,0,0
AP006621.6,1.658459,1.073177,1.985896
RP11-805J14.3,0,0,0
RP11-589N15.1,0,0,0
RP11-60I3.5,0.197957,0.287974,0
RP11-659P15.1,0,0,8.49E-03
RP11-655M14.4,0,0,0
RP4-791M13.4,1.03449,1.106525,0
RP11-97I14.1,0,0,0
EID3,0.183895,0.774099,0.120944
GLYATL1P3,0,0,0
MSH5-SAPCD1,0.307885,0.12491,0.318632
TOLLIP-AS1,0,0.208125,0.282215
RPP14,0.645605,8.400236,10.110559
RP11-535N6.2,0,0,0
KLHL22-IT1,0,0.365316,0
CTD-2313N18.8,0,0,0
RP11-754B17.1,0,0,0.191541
RP11-318C2.1,0,0,0
RP11-428C19.5,0,0,0
RP11-646J21.7,0,0,0
RP11-358N4.3,0,0,0
HSPE1P18,0.671771,0,0.874278
RP5-1047A19.4,0,0,0
CTD-2609K8.3,0,8.24E-02,0.324729
RP11-726G23.11,0,0,0
RP11-670N15.1,0,0,0
RP11-458D21.5,2.522691,1.910898,1.355314
RP11-646J21.3,0,0,0
RP11-313I2.6,0,0,0
RP11-375D13.2,0,0,0
OR5AM1P,0,0,0
AP003068.12,0,0,0
RP11-481A20.4,0,0,0
RP11-277K23.1,0,0,0
AP002954.3,0,5.70E-02,0.128423
RP11-532E4.2,0,0,0
RP11-686G23.2,0,0,0
RP11-324J3.1,0,0,0
CCDC166,0,0,0
CTD-2517M22.14,0.920915,0.208002,1.908461
RP11-720D4.3,0,0,0
RP11-313I2.7,0,0,0
PDXDC2P,0.70497,1.417196,3.30115
RP11-514F3.5,0,0,0
RP11-699F16.2,0,0,0
RP11-507F16.1,0,0,0
GLYATL1P1,0,0,0
TRIM51DP,0,0,0
RP11-626H12.1,0,0,0
NANOGP8,0.028215,1.00E-02,4.41E-02
RP11-945A11.1,0,0,0
SSU72P2,0,0,0
OR4A17P,0,0,0
RP11-750H9.5,12.61935,4.385801,13.692913
SNHG9,5.272926,3.46102,3.326185
RP11-227P3.1,0,0,0
AP003068.18,0,3.942524,3.855203
RP11-350N15.4,3.29035,0.224671,0.981325
RP4-541C22.5,0,0,0
OR7E2P,0,0,0
RP11-738O11.9,0,0,0
MED28P5,0,0,0
RP11-403D15.2,0,0,0
RP1-305G21.1,0,0,0
RP11-794P6.3,0,0,0
RP11-258O13.1,0,0,0
RP11-344L21.1,0.336845,0.271902,0.27972
RP11-1195F20.7,0,0,0
NPM1P35,0.885439,0.644884,0.815957
RP11-163O19.10,0,0,0
OR4R1P,0,0,0
RP11-831A10.1,0,0,0
OR5J7P,0,0,0
OR5BC1P,0,0,0
RP11-716H6.2,0,0,0
DDX18P5,0.094001,0.273203,6.37E-02
CARD17,0.114005,0.137794,0
SETP17,0.066783,4.81E-02,0
OR5M11,0,0,0
CTD-3065J16.9,3.04846,2.396062,2.31651
OR8B6P,0,0,0
CTD-2210P24.3,0,0,0
RP11-460B17.2,0,0,0
RP11-304M2.3,0.096312,0.134231,0.127075
RP5-901A4.5,0,0,0
MRPS36P4,0,0,0
RP11-438N5.4,0,0,0
RP11-755E23.3,0,0,0
RP11-727A23.10,0.0067,2.51E-03,0
RP11-313I2.8,0,0,0
CTD-2655K5.1,0,0,0
RP13-317D12.3,0,0.184905,0
RFPL4AP1,0,0,0
AP002954.6,0,0,0
RP11-142C4.6,0,0,3.21E-02
RP11-164N3.3,0,0,0
C14orf169,16.372677,11.817561,10.289316
CTD-2507G9.1,0,0,0
RP11-583F24.8,0,0,0
FXYD6-FXYD2,0,0,0
RP11-179A16.2,0,0,0
CTD-2523D13.1,0,0,0
RP11-166D19.1,0,3.48E-02,0
CTD-2005H7.2,0,0,0
PRR23D1,0,0,0
RP1-65P5.3,0,0,0
RP11-303G3.9,0,0,0
HIGD1AP5,0,0,0
PPP1R1AP1,0,0,0
RP5-916O11.2,0,0,0
AC025016.1,0,0,0
RP11-448P19.1,0,0,0
ZNF123P,0,0,0
CTD-3224I3.3,0,0,0
OR7E4P,0,6.55E-03,0
TCEB2P2,0.856452,0.613184,0.788321
TMA16P1,0,0,0
RP11-734C14.2,0,0,0
RP11-430H10.2,0,0,0
RP11-707M1.9,0,0,0
RP11-702F3.4,0,0,0
NAV2-IT1,0,0,0
RP4-594L9.2,0,0,0
RP11-646J21.6,0,0,0
AF238378.7,0,0,0
TMPRSS4-AS1,0,0,0
RP13-279N23.2,0.266063,0,5.78E-02
RRM1-AS1,0,0,0
ABCC6P2,0,7.28E-02,0
RP11-375D13.4,0,0,0
CTD-2530H12.5,0,0,0
RP11-460B17.1,0,0,0
WTAPP1,0,2.88E-02,0
RP11-72M10.4,0,0,0
AP006621.5,7.487829,4.242288,3.010778
RP11-358N4.5,0,0,0
RP11-708L7.7,0,0,0
SNRPGP16,0,0,0
RP4-562D20.2,0,0,0
RP11-91I20.1,0,0,0
RP11-701I24.1,0,0,0
SDHD,0,0,0
RP11-787P24.1,0.022952,0,0
OR4A50P,0,0,0
RP11-745I13.1,0,0,0
RP11-757C15.4,0,0,0
OR4A41P,0,0,0
OR8G5,0,0,0
RP11-655C2.3,1.196804,3.490299,1.64882
RP11-148I19.1,0,0,0
RP11-624G17.3,0,0,0
EID1,8.076224,16.502729,8.600269
OR5BA1P,0.054831,0,6.29E-02
OR4A46P,0,0,0
RP11-529A4.7,0,0,0
RP5-901A4.1,0.688865,0.740506,0.705143
OR52B2,0,0,0
RP11-428C19.4,0,0,0
RP11-756D7.1,0,0,0
AF131215.2,0.193273,0.354247,0.452293
RP11-160H12.2,0,0,0
OR4C7P,0,0,0
RP11-1082L8.2,0,0,0
RP11-702F3.3,0,0,0
OR8A3P,0,0,0
RP11-664H7.2,0,0,0
RP11-688I9.2,0,0,0
RP11-655M14.13,0,0,0
ENPP7P8,0,0.142112,0
RP11-755F10.1,0.685382,0.588937,1.380678
RP11-91I20.4,0,0,0
RP11-22P4.1,0,0,0
CTD-2140G10.1,0,0,0
RP11-96B2.1,0,0,0
CTD-2530H12.4,0,0.181085,0
RP11-555G19.1,0,0,0
RP11-326C3.12,0,0,0
H2AFZP4,0,0.105622,0
SOGA3,0,0,0
RP11-736I10.2,0,0,0
RP11-201M22.1,0,0,0
AP000435.3,0,0,0
RP11-708L7.6,0,0,0
RP11-358H18.2,0,0,0
RP11-94P11.3,0,0,0
RP11-315O6.1,0,0,0
RP11-107P7.2,0,0,0
NDUFB8,3.351789,0,0.147507
RP11-484D2.5,0,0,0
OR8Q1P,0,0,0
RP11-762B21.5,0,0,0
RP11-299M14.2,0,0,0
RP11-469N6.2,0,0,0
CTD-2337I7.1,0,0,0
NOX5,0.01245,2.00E-02,0.117824
RP11-40H19.1,0,0,0
RP11-700F16.3,0,0,0
OR4A7P,0,0,0
RP11-37O16.3,0.002353,0,0
RP11-567I13.1,0,0,0
PPP1R10P1,0,0,0
RP11-382M14.1,0,0,0
RP11-148O21.2,0.058014,0.255007,0
AP000640.2,0,0.172601,0
RP11-277E18.2,0,0,0
RP11-34N19.1,0,0,0
RP11-567O18.1,0,0,0
CCDC179,0,0,0
RP11-529A4.15,0,0,0
RP11-412B14.2,0.194218,0.171317,0.286921
RP11-619A14.3,0,0,0
RP11-672A2.5,0.260712,1.029134,0
RP11-94A24.1,0,0,0
RP11-776K3.1,0,0,0
RP11-1134I14.8,0,0,0
RP13-726E6.2,0.107798,4.32E-02,0
RP11-54J7.2,0,0,0
RP11-740D6.3,2.806997,0.38077,2.449224
CYCSP25,0,0,0
OPCML-IT2,0,0,0
CTD-3064C13.1,0,0,0
TAS2R43,0.078294,3.78E-02,0
RP1-65P5.5,0,0,0
RP11-360K13.2,0,0,0
DUXAP5,0,0,0
PRR23D2,0,0,0
CYCSP29,0.167064,0,0
RP11-684B20.1,0,0,0
AP001258.5,0,0,0
RP11-718B12.2,0,6.23E-02,0.360515
RP11-770J1.4,0,7.41E-03,0
RP11-313I2.2,0,0,0
OR5BR1P,0,0,0
RP11-23F23.3,0.295417,0.524693,0.135723
RP11-124G5.3,0,0,0
C6orf3,0.244349,8.09E-02,7.20E-02
RP11-732A19.5,0,0,0
CTD-2028E8.1,0,0,0
RP11-736I10.1,0,0,0
C8orf49,0,0,0
CTD-2562J17.2,0.037178,0,0
AP000857.2,0,0,0
AC022182.2,0.161343,0.188106,0.179595
HCAR3,2.248676,33.994331,2.678907
TBX5-AS1,0,0,0
RP13-631K18.5,0,0,0
RP11-15D14.2,0,0,0
RP11-696P8.2,0,0,0
AP000641.1,0,0,0
RP11-770G2.5,0,0,0
RP11-713P17.5,0,0,0
PCDHA3,0,0,0
RSF1-IT1,0,0,0
RP11-732A19.6,0,0,0
RP11-98J9.1,0,0,0
RP11-436P7.2,0,0,0
LINC01059,0,0,0
RP11-684B2.5,0,0,0
OR10AF1P,0,0,0
RP11-37O16.4,0,0,0
RP11-266A24.1,0,0,0
MSH5-SAPCD1,0,0,0
RP11-236J17.3,0,0,0
CTD-2011F17.2,0.29827,0,0.225159
AP002954.4,2.83722,0.274914,6.225317
EBLN2,0.443411,0.507089,0.908772
RP11-589F4.2,0,0,0
OR8G3P,0,0,0
CTD-2210P24.2,0,0,0
RP11-350D17.2,0,0,0
RP11-794P6.1,0,0,0
RP11-643G5.6,0,0,0
CASP1P1,0,0,0
OR5B19P,0,0,0
RP11-831H9.11,0,0,0
AP000479.1,0,0,0
CTD-2530H12.8,0,0,0
RP11-770J1.3,0,0,0
Z95704.2,0.808081,0.168319,0.180842
RP11-510I21.1,0.070232,2.60E-02,0.178413
CTD-2653D5.1,0.033584,4.79E-02,0
RP11-196G11.1,0.098275,4.63E-02,2.71E-02
RP11-632K5.2,0,0,0
CTD-2616J11.2,0,0,0
RP11-347H15.1,0,0,0
RP1-68D18.4,0.279186,1.475172,0
CYCSP27,0.320983,0.312933,0.332235
RP11-573M3.3,0.159302,5.89E-02,0
CTD-2531D15.4,0.57757,0.153073,0.410094
CTD-2210P24.6,0,0,0
RP1-59M18.2,0,0,0
RP11-91P24.6,0,5.37E-02,0
CTD-2063L20.1,0.1056,0.141193,7.83E-02
RP11-58K22.1,0,0,0
RP11-107P7.1,0,0,0
RP11-46P12.1,0,0,0
RP11-890B15.3,1.050282,0.740258,1.00625
CTD-2517M22.9,0,0,0
RP11-436P7.1,0,0,0
